cash_transaction_id,user_id,transaction_date,transaction_type,amount,transaction_status
C13515,U5505,2026-05-26,Bank Deposit,25000,Approved
C13516,U5506,2026-04-14,Bank Deposit,7500,Approved
C13517,U5506,2026-07-01,Bank Deposit,1000,Canceled
C13518,U5506,2026-05-11,Bank Deposit,5000,Approved
C13519,U5509,2026-07-03,Bank Deposit,1000,Approved
C13520,U5510,2026-07-09,Bank Deposit,500,Canceled
C13521,U5510,2026-07-14,Bank Deposit,2500,Approved
C13522,U5512,2026-06-06,Bank Deposit,500,Approved
C13523,U5512,2026-07-09,Bank Deposit,5000,Approved
C13524,U5515,2026-07-15,Bank Deposit,500,Approved
C13525,U5515,2026-06-29,Bank Deposit,500,Approved
C13526,U5515,2026-07-06,Bank Deposit,1000,Approved
C13527,U5517,2026-07-09,Bank Deposit,5000,Approved
C13528,U5517,2026-06-14,Bank Deposit,10000,Approved
C13529,U5520,2026-07-03,Bank Deposit,75000,Approved
C13530,U5520,2026-07-05,Bank Deposit,150000,Canceled
C13531,U5520,2026-06-06,Bank Deposit,100000,Approved
C13532,U5520,2026-07-08,Bank Deposit,25000,Canceled
C13533,U5523,2026-06-14,Bank Deposit,500,Approved
C13534,U5523,2026-06-20,Bank Deposit,5000,Approved
C13535,U5523,2026-07-12,Bank Deposit,1000,Approved
C13536,U5531,2026-07-07,Bank Deposit,25000,Canceled
C13537,U5531,2026-06-26,Bank Deposit,100000,Approved
C13538,U5531,2026-05-16,Bank Deposit,75000,Approved
C13539,U5531,2026-05-10,Bank Deposit,100000,Approved
C13540,U5531,2026-06-29,Bank Deposit,150000,Canceled
C13541,U5531,2026-06-21,Bank Deposit,40000,Approved
C13542,U5534,2026-06-25,Bank Deposit,7500,Canceled
C13543,U5534,2026-07-01,Bank Deposit,5000,Approved
C13544,U5536,2026-04-24,Bank Deposit,1000,Canceled
C13545,U5536,2026-06-23,Bank Deposit,7500,Approved
C13546,U5536,2026-06-26,Bank Deposit,5000,Approved
C13547,U5540,2026-06-29,Bank Deposit,250000,Approved
C13548,U5542,2026-05-28,Bank Deposit,15000,Approved
C13549,U5542,2026-04-28,Bank Deposit,7500,Canceled
C13550,U5542,2026-06-22,Bank Deposit,25000,Canceled
C13551,U5542,2026-06-06,Bank Deposit,7500,Approved
C13552,U5542,2026-05-11,Bank Deposit,40000,Canceled
C13553,U5544,2026-06-23,Bank Deposit,2500,Approved
C13554,U5545,2026-06-25,Bank Deposit,5000,Canceled
C13555,U5545,2026-05-22,Bank Deposit,500,Approved
C13556,U5546,2026-07-03,Bank Deposit,7500,Approved
C13557,U5546,2026-06-28,Bank Deposit,40000,Approved
C13558,U5546,2026-06-08,Bank Deposit,40000,Approved
C13559,U5547,2026-07-07,Bank Deposit,100000,Approved
C13560,U5547,2026-05-16,Bank Deposit,100000,Approved
C13561,U5547,2026-07-14,Bank Deposit,75000,Approved
C13562,U5547,2026-05-15,Bank Deposit,25000,Approved
C13563,U5547,2026-05-08,Bank Deposit,100000,Approved
C13564,U5548,2026-06-25,Bank Deposit,150000,Approved
C13565,U5548,2026-06-28,Bank Deposit,100000,Canceled
C13566,U5548,2026-06-30,Bank Deposit,150000,Approved
C13567,U5548,2026-07-04,Bank Deposit,75000,Approved
C13568,U5548,2026-07-10,Bank Deposit,75000,Approved
C13569,U5549,2026-06-09,Bank Deposit,5000,Approved
C13570,U5549,2026-07-11,Bank Deposit,1000,Approved
C13571,U5553,2026-06-06,Bank Deposit,7500,Approved
C13572,U5553,2026-07-07,Bank Deposit,15000,Approved
C13573,U5553,2026-07-15,Bank Deposit,25000,Approved
C13574,U5554,2026-07-05,Bank Deposit,75000,Approved
C13575,U5555,2026-07-10,Bank Deposit,1000,Approved
C13576,U5555,2026-07-05,Bank Deposit,1000,Canceled
C13577,U5555,2026-07-08,Bank Deposit,7500,Approved
C13578,U5556,2026-06-19,Bank Deposit,75000,Approved
C13579,U5557,2026-05-22,Bank Deposit,1000,Canceled
C13580,U5559,2026-07-03,Bank Deposit,5000,Approved
C13581,U5560,2026-07-10,Bank Deposit,500,Approved
C13582,U5560,2026-07-11,Bank Deposit,7500,Canceled
C13583,U5560,2026-07-01,Bank Deposit,500,Approved
C13584,U5561,2026-07-14,Bank Deposit,2500,Approved
C13585,U5562,2026-05-18,Bank Deposit,40000,Approved
C13586,U5562,2026-05-19,Bank Deposit,15000,Approved
C13587,U5562,2026-05-12,Bank Deposit,15000,Approved
C13588,U5564,2026-07-07,Bank Deposit,7500,Canceled
C13589,U5564,2026-06-03,Bank Deposit,5000,Approved
C13590,U5565,2026-06-09,Bank Deposit,500,Approved
C13591,U5565,2026-07-06,Bank Deposit,2500,Approved
C13592,U5566,2026-06-11,Bank Deposit,10000,Approved
C13593,U5566,2026-06-07,Bank Deposit,40000,Approved
C13594,U5566,2026-06-23,Bank Deposit,10000,Approved
C13595,U5566,2026-05-12,Bank Deposit,5000,Canceled
C13596,U5569,2026-06-15,Bank Deposit,500,Approved
C13597,U5569,2026-06-10,Bank Deposit,500,Approved
C13598,U5570,2026-06-12,Bank Deposit,10000,Approved
C13599,U5571,2026-05-11,Bank Deposit,1000,Approved
C13600,U5571,2026-06-17,Bank Deposit,7500,Approved
C13601,U5571,2026-05-04,Bank Deposit,2500,Approved
C13602,U5572,2026-06-28,Bank Deposit,500,Approved
C13603,U5572,2026-06-09,Bank Deposit,7500,Approved
C13604,U5573,2026-07-10,Bank Deposit,7500,Approved
C13605,U5573,2026-06-20,Bank Deposit,25000,Approved
C13606,U5574,2026-06-15,Bank Deposit,5000,Approved
C13607,U5574,2026-04-08,Bank Deposit,500,Approved
C13608,U5576,2026-07-04,Bank Deposit,7500,Approved
C13609,U5576,2026-06-26,Bank Deposit,15000,Approved
C13610,U5576,2026-05-14,Bank Deposit,40000,Approved
C13611,U5577,2026-06-10,Bank Deposit,1000,Approved
C13612,U5577,2026-05-10,Bank Deposit,2500,Approved
C13613,U5579,2026-07-15,Bank Deposit,1000,Approved
C13614,U5583,2026-06-04,Bank Deposit,25000,Approved
C13615,U5583,2026-06-12,Bank Deposit,40000,Approved
C13616,U5585,2026-07-01,Bank Deposit,25000,Approved
C13617,U5585,2026-05-03,Bank Deposit,15000,Approved
C13618,U5586,2026-05-13,Bank Deposit,5000,Approved
C13619,U5586,2026-05-02,Bank Deposit,10000,Approved
C13620,U5586,2026-07-01,Bank Deposit,25000,Approved
C13621,U5586,2026-07-04,Bank Deposit,7500,Approved
C13622,U5588,2026-06-08,Bank Deposit,40000,Approved
C13623,U5588,2026-06-05,Bank Deposit,250000,Approved
C13624,U5592,2026-06-02,Bank Deposit,2500,Approved
C13625,U5592,2026-05-06,Bank Deposit,2500,Approved
C13626,U5592,2026-06-14,Bank Deposit,500,Approved
C13627,U5595,2026-06-20,Bank Deposit,5000,Approved
C13628,U5596,2026-06-04,Bank Deposit,250000,Approved
C13629,U5596,2026-04-30,Bank Deposit,100000,Canceled
C13630,U5596,2026-07-13,Bank Deposit,250000,Approved
C13631,U5596,2026-04-19,Bank Deposit,25000,Approved
C13632,U5596,2026-05-27,Bank Deposit,40000,Approved
C13633,U5596,2026-06-25,Bank Deposit,250000,Approved
C13634,U5597,2026-05-22,Bank Deposit,2500,Approved
C13635,U5602,2026-05-18,Bank Deposit,15000,Canceled
C13636,U5602,2026-05-18,Bank Deposit,25000,Approved
C13637,U5602,2026-06-04,Bank Deposit,15000,Approved
C13638,U5602,2026-05-24,Bank Deposit,25000,Approved
C13639,U5603,2026-07-13,Bank Deposit,500,Approved
C13640,U5603,2026-06-30,Bank Deposit,5000,Approved
C13641,U5603,2026-07-03,Bank Deposit,500,Approved
C13642,U5604,2026-07-10,Bank Deposit,25000,Canceled
C13643,U5604,2026-07-11,Bank Deposit,25000,Approved
C13644,U5604,2026-07-10,Bank Deposit,40000,Approved
C13645,U5604,2026-07-15,Bank Deposit,25000,Approved
C13646,U5604,2026-07-12,Bank Deposit,5000,Approved
C13647,U5605,2026-06-24,Bank Deposit,75000,Approved
C13648,U5605,2026-06-03,Bank Deposit,250000,Approved
C13649,U5605,2026-06-16,Bank Deposit,150000,Approved
C13650,U5605,2026-05-31,Bank Deposit,40000,Approved
C13651,U5605,2026-06-13,Bank Deposit,75000,Approved
C13652,U5605,2026-05-30,Bank Deposit,250000,Approved
C13653,U5606,2026-07-14,Bank Deposit,7500,Approved
C13654,U5606,2026-07-15,Bank Deposit,5000,Approved
C13655,U5606,2026-05-21,Bank Deposit,500,Approved
C13656,U5607,2026-04-15,Bank Deposit,150000,Approved
C13657,U5607,2026-05-23,Bank Deposit,40000,Approved
C13658,U5607,2026-06-07,Bank Deposit,100000,Approved
C13659,U5607,2026-05-05,Bank Deposit,250000,Approved
C13660,U5607,2026-06-17,Bank Deposit,150000,Approved
C13661,U5608,2026-07-11,Bank Deposit,500,Approved
C13662,U5612,2026-06-27,Bank Deposit,25000,Approved
C13663,U5612,2026-07-15,Bank Deposit,40000,Approved
C13664,U5612,2026-05-13,Bank Deposit,25000,Approved
C13665,U5612,2026-06-08,Bank Deposit,250000,Approved
C13666,U5612,2026-06-03,Bank Deposit,75000,Approved
C13667,U5612,2026-06-15,Bank Deposit,75000,Approved
C13668,U5616,2026-06-08,Bank Deposit,500,Approved
C13669,U5617,2026-05-10,Bank Deposit,1000,Canceled
C13670,U5618,2026-06-11,Bank Deposit,2500,Approved
C13671,U5620,2026-07-14,Bank Deposit,500,Approved
C13672,U5623,2026-04-04,Bank Deposit,25000,Approved
C13673,U5623,2026-04-17,Bank Deposit,25000,Approved
C13674,U5623,2026-06-12,Bank Deposit,25000,Approved
C13675,U5623,2026-05-24,Bank Deposit,15000,Approved
C13676,U5624,2026-07-15,Bank Deposit,5000,Approved
C13677,U5624,2026-05-06,Bank Deposit,5000,Approved
C13678,U5624,2026-07-09,Bank Deposit,5000,Approved
C13679,U5624,2026-06-07,Bank Deposit,5000,Canceled
C13680,U5624,2026-05-20,Bank Deposit,5000,Approved
C13681,U5630,2026-05-03,Bank Deposit,7500,Approved
C13682,U5630,2026-04-30,Bank Deposit,500,Approved
C13683,U5630,2026-05-07,Bank Deposit,5000,Approved
C13684,U5631,2026-07-06,Bank Deposit,7500,Approved
C13685,U5631,2026-07-08,Bank Deposit,2500,Canceled
C13686,U5631,2026-06-30,Bank Deposit,5000,Approved
C13687,U5633,2026-06-22,Bank Deposit,7500,Approved
C13688,U5638,2026-04-25,Bank Deposit,5000,Approved
C13689,U5639,2026-06-24,Bank Deposit,25000,Approved
C13690,U5640,2026-07-13,Bank Deposit,5000,Approved
C13691,U5640,2026-07-03,Bank Deposit,25000,Approved
C13692,U5640,2026-06-04,Bank Deposit,7500,Approved
C13693,U5641,2026-07-01,Bank Deposit,1000,Approved
C13694,U5641,2026-07-13,Bank Deposit,1000,Approved
C13695,U5641,2026-06-18,Bank Deposit,2500,Approved
C13696,U5643,2026-06-30,Bank Deposit,5000,Approved
C13697,U5643,2026-07-09,Bank Deposit,7500,Approved
C13698,U5643,2026-07-12,Bank Deposit,2500,Approved
C13699,U5644,2026-07-07,Bank Deposit,40000,Approved
C13700,U5644,2026-06-12,Bank Deposit,25000,Approved
C13701,U5644,2026-06-29,Bank Deposit,10000,Approved
C13702,U5646,2026-07-02,Bank Deposit,40000,Approved
C13703,U5646,2026-06-18,Bank Deposit,40000,Approved
C13704,U5646,2026-06-23,Bank Deposit,25000,Approved
C13705,U5646,2026-06-30,Bank Deposit,25000,Approved
C13706,U5651,2026-06-09,Bank Deposit,100000,Approved
C13707,U5651,2026-06-19,Bank Deposit,25000,Approved
C13708,U5651,2026-06-25,Bank Deposit,150000,Approved
C13709,U5651,2026-06-14,Bank Deposit,25000,Approved
C13710,U5652,2026-07-07,Bank Deposit,1000,Approved
C13711,U5653,2026-06-19,Bank Deposit,25000,Approved
C13712,U5653,2026-06-14,Bank Deposit,40000,Approved
C13713,U5653,2026-06-29,Bank Deposit,15000,Canceled
C13714,U5653,2026-06-23,Bank Deposit,40000,Approved
C13715,U5653,2026-06-29,Bank Deposit,5000,Approved
C13716,U5654,2026-06-03,Bank Deposit,7500,Approved
C13717,U5657,2026-07-13,Bank Deposit,25000,Approved
C13718,U5657,2026-07-11,Bank Deposit,7500,Canceled
C13719,U5657,2026-07-11,Bank Deposit,10000,Canceled
C13720,U5657,2026-07-14,Bank Deposit,40000,Approved
C13721,U5657,2026-07-12,Bank Deposit,40000,Approved
C13722,U5660,2026-07-05,Bank Deposit,25000,Approved
C13723,U5660,2026-07-03,Bank Deposit,7500,Approved
C13724,U5660,2026-07-13,Bank Deposit,5000,Approved
C13725,U5660,2026-07-06,Bank Deposit,5000,Approved
C13726,U5660,2026-07-05,Bank Deposit,5000,Approved
C13727,U5661,2026-06-15,Bank Deposit,40000,Approved
C13728,U5661,2026-06-26,Bank Deposit,15000,Approved
C13729,U5662,2026-06-05,Bank Deposit,7500,Approved
C13730,U5662,2026-06-06,Bank Deposit,40000,Approved
C13731,U5662,2026-05-08,Bank Deposit,15000,Approved
C13732,U5662,2026-06-30,Bank Deposit,5000,Approved
C13733,U5663,2026-07-09,Bank Deposit,500,Approved
C13734,U5663,2026-06-20,Bank Deposit,7500,Approved
C13735,U5663,2026-06-06,Bank Deposit,2500,Approved
C13736,U5664,2026-06-10,Bank Deposit,5000,Canceled
C13737,U5664,2026-06-28,Bank Deposit,500,Approved
C13738,U5664,2026-05-31,Bank Deposit,7500,Approved
C13739,U5667,2026-06-20,Bank Deposit,5000,Approved
C13740,U5667,2026-06-12,Bank Deposit,15000,Approved
C13741,U5667,2026-07-14,Bank Deposit,40000,Approved
C13742,U5667,2026-06-26,Bank Deposit,5000,Approved
C13743,U5668,2026-05-04,Bank Deposit,7500,Approved
C13744,U5669,2026-05-15,Bank Deposit,75000,Approved
C13745,U5669,2026-05-08,Bank Deposit,150000,Approved
C13746,U5669,2026-06-05,Bank Deposit,100000,Approved
C13747,U5669,2026-06-03,Bank Deposit,100000,Approved
C13748,U5669,2026-05-15,Bank Deposit,75000,Approved
C13749,U5671,2026-07-08,Bank Deposit,1000,Approved
C13750,U5671,2026-06-18,Bank Deposit,5000,Approved
C13751,U5671,2026-06-16,Bank Deposit,7500,Approved
C13752,U5672,2026-07-12,Bank Deposit,25000,Approved
C13753,U5674,2026-05-31,Bank Deposit,5000,Approved
C13754,U5674,2026-04-18,Bank Deposit,7500,Approved
C13755,U5674,2026-06-27,Bank Deposit,5000,Approved
C13756,U5675,2026-04-26,Bank Deposit,2500,Approved
C13757,U5675,2026-07-04,Bank Deposit,2500,Approved
C13758,U5675,2026-04-22,Bank Deposit,500,Approved
C13759,U5676,2026-07-03,Bank Deposit,10000,Canceled
C13760,U5677,2026-06-28,Bank Deposit,250000,Approved
C13761,U5677,2026-06-22,Bank Deposit,100000,Approved
C13762,U5677,2026-06-23,Bank Deposit,250000,Canceled
C13763,U5677,2026-06-12,Bank Deposit,25000,Canceled
C13764,U5677,2026-07-13,Bank Deposit,150000,Approved
C13765,U5679,2026-07-05,Bank Deposit,5000,Canceled
C13766,U5680,2026-07-07,Bank Deposit,250000,Approved
C13767,U5682,2026-07-01,Bank Deposit,250000,Approved
C13768,U5682,2026-06-07,Bank Deposit,25000,Approved
C13769,U5682,2026-06-14,Bank Deposit,250000,Canceled
C13770,U5682,2026-06-07,Bank Deposit,25000,Approved
C13771,U5682,2026-06-21,Bank Deposit,250000,Approved
C13772,U5682,2026-06-30,Bank Deposit,25000,Approved
C13773,U5685,2026-07-09,Bank Deposit,1000,Approved
C13774,U5687,2026-05-11,Bank Deposit,7500,Approved
C13775,U5687,2026-06-09,Bank Deposit,15000,Canceled
C13776,U5687,2026-05-11,Bank Deposit,7500,Approved
C13777,U5687,2026-07-01,Bank Deposit,40000,Approved
C13778,U5688,2026-07-12,Bank Deposit,500,Approved
C13779,U5688,2026-07-13,Bank Deposit,2500,Approved
C13780,U5688,2026-07-12,Bank Deposit,500,Approved
C13781,U5691,2026-04-29,Bank Deposit,40000,Approved
C13782,U5694,2026-07-11,Bank Deposit,15000,Approved
C13783,U5694,2026-06-30,Bank Deposit,40000,Approved
C13784,U5694,2026-07-15,Bank Deposit,25000,Approved
C13785,U5694,2026-06-29,Bank Deposit,7500,Approved
C13786,U5694,2026-06-30,Bank Deposit,15000,Approved
C13787,U5695,2026-07-13,Bank Deposit,1000,Approved
C13788,U5695,2026-07-13,Bank Deposit,7500,Approved
C13789,U5696,2026-05-17,Bank Deposit,40000,Approved
C13790,U5696,2026-07-02,Bank Deposit,250000,Approved
C13791,U5696,2026-06-30,Bank Deposit,150000,Approved
C13792,U5696,2026-05-20,Bank Deposit,150000,Approved
C13793,U5696,2026-07-14,Bank Deposit,75000,Approved
C13794,U5696,2026-05-11,Bank Deposit,40000,Approved
C13795,U5696,2026-05-19,Bank Deposit,100000,Approved
C13796,U5699,2026-07-15,Bank Deposit,100000,Approved
C13797,U5699,2026-07-14,Bank Deposit,150000,Approved
C13798,U5699,2026-07-12,Bank Deposit,40000,Approved
C13799,U5699,2026-07-15,Bank Deposit,40000,Approved
C13800,U5699,2026-07-14,Bank Deposit,250000,Approved
C13801,U5699,2026-07-15,Bank Deposit,100000,Approved
C13802,U5700,2026-07-01,Bank Deposit,7500,Approved
C13803,U5700,2026-07-03,Bank Deposit,10000,Approved
C13804,U5700,2026-06-22,Bank Deposit,25000,Approved
C13805,U5700,2026-07-15,Bank Deposit,15000,Approved
C13806,U5700,2026-06-28,Bank Deposit,40000,Approved
C13807,U5701,2026-04-30,Bank Deposit,5000,Approved
C13808,U5701,2026-05-10,Bank Deposit,15000,Approved
C13809,U5701,2026-06-26,Bank Deposit,5000,Approved
C13810,U5701,2026-06-07,Bank Deposit,15000,Approved
C13811,U5701,2026-04-07,Bank Deposit,5000,Approved
C13812,U5705,2026-05-18,Bank Deposit,15000,Approved
C13813,U5705,2026-06-27,Bank Deposit,5000,Approved
C13814,U5705,2026-05-19,Bank Deposit,15000,Approved
C13815,U5707,2026-05-17,Bank Deposit,5000,Approved
C13816,U5707,2026-05-24,Bank Deposit,7500,Approved
C13817,U5707,2026-04-19,Bank Deposit,15000,Approved
C13818,U5707,2026-04-22,Bank Deposit,7500,Approved
C13819,U5707,2026-07-13,Bank Deposit,25000,Approved
C13820,U5714,2026-06-25,Bank Deposit,15000,Approved
C13821,U5714,2026-06-27,Bank Deposit,15000,Approved
C13822,U5714,2026-06-25,Bank Deposit,40000,Approved
C13823,U5714,2026-06-25,Bank Deposit,25000,Approved
C13824,U5716,2026-06-20,Bank Deposit,7500,Approved
C13825,U5721,2026-06-14,Bank Deposit,40000,Canceled
C13826,U5721,2026-06-26,Bank Deposit,40000,Approved
C13827,U5726,2026-06-05,Bank Deposit,1000,Approved
C13828,U5726,2026-06-26,Bank Deposit,5000,Canceled
C13829,U5727,2026-06-15,Bank Deposit,2500,Approved
C13830,U5727,2026-07-14,Bank Deposit,2500,Approved
C13831,U5727,2026-05-08,Bank Deposit,5000,Approved
C13832,U5731,2026-05-27,Bank Deposit,40000,Approved
C13833,U5732,2026-06-23,Bank Deposit,1000,Approved
C13834,U5732,2026-06-11,Bank Deposit,7500,Approved
C13835,U5737,2026-07-13,Bank Deposit,1000,Approved
C13836,U5737,2026-07-13,Bank Deposit,2500,Approved
C13837,U5738,2026-05-10,Bank Deposit,40000,Approved
C13838,U5738,2026-06-07,Bank Deposit,40000,Approved
C13839,U5738,2026-05-20,Bank Deposit,100000,Approved
C13840,U5738,2026-05-05,Bank Deposit,100000,Approved
C13841,U5738,2026-07-06,Bank Deposit,25000,Approved
C13842,U5738,2026-05-02,Bank Deposit,75000,Approved
C13843,U5738,2026-05-26,Bank Deposit,75000,Approved
C13844,U5741,2026-05-07,Bank Deposit,7500,Approved
C13845,U5742,2026-06-14,Bank Deposit,10000,Canceled
C13846,U5742,2026-06-13,Bank Deposit,15000,Approved
C13847,U5742,2026-07-03,Bank Deposit,25000,Approved
C13848,U5746,2026-06-29,Bank Deposit,40000,Approved
C13849,U5746,2026-07-09,Bank Deposit,40000,Approved
C13850,U5746,2026-07-02,Bank Deposit,25000,Approved
C13851,U5746,2026-07-06,Bank Deposit,7500,Approved
C13852,U5746,2026-06-29,Bank Deposit,10000,Approved
C13853,U5747,2026-07-11,Bank Deposit,250000,Approved
C13854,U5747,2026-07-05,Bank Deposit,40000,Approved
C13855,U5747,2026-07-05,Bank Deposit,40000,Approved
C13856,U5747,2026-07-02,Bank Deposit,40000,Approved
C13857,U5748,2026-06-22,Bank Deposit,7500,Approved
C13858,U5749,2026-07-15,Bank Deposit,15000,Approved
C13859,U5753,2026-05-22,Bank Deposit,7500,Approved
C13860,U5754,2026-04-29,Bank Deposit,7500,Approved
C13861,U5754,2026-07-15,Bank Deposit,5000,Approved
C13862,U5755,2026-07-05,Bank Deposit,7500,Approved
C13863,U5757,2026-06-18,Bank Deposit,7500,Approved
C13864,U5761,2026-06-30,Bank Deposit,40000,Approved
C13865,U5761,2026-07-01,Bank Deposit,7500,Canceled
C13866,U5761,2026-07-07,Bank Deposit,25000,Approved
C13867,U5763,2026-05-13,Bank Deposit,500,Approved
C13868,U5763,2026-06-02,Bank Deposit,5000,Approved
C13869,U5763,2026-05-29,Bank Deposit,5000,Canceled
C13870,U5766,2026-05-28,Bank Deposit,5000,Canceled
C13871,U5768,2026-05-03,Bank Deposit,5000,Approved
C13872,U5768,2026-06-28,Bank Deposit,5000,Approved
C13873,U5770,2026-07-15,Bank Deposit,15000,Approved
C13874,U5770,2026-07-12,Bank Deposit,5000,Approved
C13875,U5771,2026-07-11,Bank Deposit,7500,Approved
C13876,U5773,2026-06-30,Bank Deposit,7500,Approved
C13877,U5773,2026-07-14,Bank Deposit,40000,Approved
C13878,U5773,2026-06-08,Bank Deposit,25000,Approved
C13879,U5774,2026-06-12,Bank Deposit,1000,Approved
C13880,U5775,2026-07-02,Bank Deposit,2500,Approved
C13881,U5775,2026-07-10,Bank Deposit,500,Approved
C13882,U5775,2026-07-09,Bank Deposit,2500,Approved
C13883,U5778,2026-05-28,Bank Deposit,1000,Approved
C13884,U5778,2026-04-12,Bank Deposit,1000,Approved
C13885,U5780,2026-06-21,Bank Deposit,10000,Approved
C13886,U5780,2026-06-19,Bank Deposit,10000,Approved
C13887,U5780,2026-06-05,Bank Deposit,15000,Canceled
C13888,U5782,2026-07-10,Bank Deposit,5000,Approved
C13889,U5782,2026-07-12,Bank Deposit,5000,Approved
C13890,U5782,2026-07-13,Bank Deposit,1000,Approved
C13891,U5783,2026-06-10,Bank Deposit,1000,Canceled
C13892,U5783,2026-06-22,Bank Deposit,1000,Approved
C13893,U5785,2026-06-27,Bank Deposit,2500,Approved
C13894,U5786,2026-06-13,Bank Deposit,5000,Approved
C13895,U5786,2026-06-07,Bank Deposit,5000,Approved
C13896,U5786,2026-07-07,Bank Deposit,5000,Approved
C13897,U5790,2026-06-02,Bank Deposit,2500,Approved
C13898,U5797,2026-07-13,Bank Deposit,2500,Approved
C13899,U5798,2026-07-11,Bank Deposit,25000,Approved
C13900,U5798,2026-07-09,Bank Deposit,40000,Approved
C13901,U5798,2026-07-08,Bank Deposit,25000,Approved
C13902,U5798,2026-07-11,Bank Deposit,5000,Approved
C13903,U5800,2026-05-31,Bank Deposit,10000,Approved
C13904,U5800,2026-05-21,Bank Deposit,25000,Approved
C13905,U5800,2026-06-30,Bank Deposit,7500,Approved
C13906,U5803,2026-07-04,Bank Deposit,25000,Approved
C13907,U5803,2026-07-01,Bank Deposit,10000,Approved
C13908,U5805,2026-06-24,Bank Deposit,5000,Approved
C13909,U5805,2026-06-04,Bank Deposit,500,Canceled
C13910,U5806,2026-06-29,Bank Deposit,5000,Approved
C13911,U5806,2026-06-15,Bank Deposit,10000,Approved
C13912,U5807,2026-05-08,Bank Deposit,150000,Approved
C13913,U5807,2026-07-05,Bank Deposit,75000,Approved
C13914,U5813,2026-07-06,Bank Deposit,500,Canceled
C13915,U5819,2026-05-04,Bank Deposit,5000,Approved
C13916,U5819,2026-05-15,Bank Deposit,500,Approved
C13917,U5820,2026-05-31,Bank Deposit,5000,Approved
C13918,U5820,2026-05-19,Bank Deposit,5000,Approved
C13919,U5820,2026-06-26,Bank Deposit,5000,Approved
C13920,U5821,2026-07-09,Bank Deposit,1000,Approved
C13921,U5821,2026-06-27,Bank Deposit,500,Approved
C13922,U5821,2026-06-17,Bank Deposit,2500,Canceled
C13923,U5825,2026-07-03,Bank Deposit,7500,Approved
C13924,U5825,2026-06-18,Bank Deposit,5000,Approved
C13925,U5825,2026-06-01,Bank Deposit,25000,Approved
C13926,U5825,2026-06-22,Bank Deposit,40000,Approved
C13927,U5825,2026-06-10,Bank Deposit,7500,Approved
C13928,U5826,2026-07-01,Bank Deposit,500,Approved
C13929,U5826,2026-07-12,Bank Deposit,500,Canceled
C13930,U5826,2026-04-28,Bank Deposit,5000,Approved
C13931,U5828,2026-06-28,Bank Deposit,5000,Approved
C13932,U5830,2026-06-06,Bank Deposit,10000,Approved
C13933,U5830,2026-06-17,Bank Deposit,7500,Canceled
C13934,U5830,2026-05-12,Bank Deposit,15000,Approved
C13935,U5830,2026-05-12,Bank Deposit,40000,Approved
C13936,U5832,2026-06-28,Bank Deposit,5000,Approved
C13937,U5832,2026-07-05,Bank Deposit,7500,Approved
C13938,U5832,2026-07-13,Bank Deposit,1000,Approved
C13939,U5833,2026-07-12,Bank Deposit,250000,Approved
C13940,U5833,2026-07-03,Bank Deposit,150000,Approved
C13941,U5833,2026-07-07,Bank Deposit,25000,Approved
C13942,U5833,2026-07-09,Bank Deposit,150000,Approved
C13943,U5833,2026-07-08,Bank Deposit,75000,Approved
C13944,U5838,2026-07-12,Bank Deposit,5000,Canceled
C13945,U5839,2026-07-13,Bank Deposit,15000,Approved
C13946,U5839,2026-07-10,Bank Deposit,15000,Approved
C13947,U5843,2026-06-10,Bank Deposit,10000,Canceled
C13948,U5843,2026-07-01,Bank Deposit,25000,Approved
C13949,U5843,2026-06-25,Bank Deposit,10000,Approved
C13950,U5843,2026-06-28,Bank Deposit,5000,Approved
C13951,U5844,2026-06-17,Bank Deposit,7500,Approved
C13952,U5844,2026-06-17,Bank Deposit,2500,Approved
C13953,U5844,2026-06-03,Bank Deposit,5000,Approved
C13954,U5848,2026-07-07,Bank Deposit,5000,Canceled
C13955,U5850,2026-07-02,Bank Deposit,1000,Approved
C13956,U5850,2026-07-01,Bank Deposit,1000,Approved
C13957,U5851,2026-05-29,Bank Deposit,1000,Approved
C13958,U5852,2026-07-05,Bank Deposit,7500,Canceled
C13959,U5852,2026-07-07,Bank Deposit,1000,Approved
C13960,U5854,2026-06-24,Bank Deposit,2500,Approved
C13961,U5854,2026-07-12,Bank Deposit,2500,Approved
C13962,U5856,2026-06-30,Bank Deposit,500,Approved
C13963,U5856,2026-06-11,Bank Deposit,2500,Approved
C13964,U5857,2026-06-29,Bank Deposit,7500,Canceled
C13965,U5857,2026-06-21,Bank Deposit,40000,Approved
C13966,U5857,2026-07-13,Bank Deposit,5000,Approved
C13967,U5858,2026-06-12,Bank Deposit,5000,Approved
C13968,U5859,2026-07-02,Bank Deposit,10000,Approved
C13969,U5859,2026-06-18,Bank Deposit,15000,Approved
C13970,U5859,2026-06-24,Bank Deposit,10000,Approved
C13971,U5861,2026-07-01,Bank Deposit,75000,Approved
C13972,U5861,2026-07-06,Bank Deposit,25000,Approved
C13973,U5861,2026-07-05,Bank Deposit,25000,Approved
C13974,U5862,2026-05-28,Bank Deposit,10000,Approved
C13975,U5862,2026-05-24,Bank Deposit,15000,Canceled
C13976,U5862,2026-07-11,Bank Deposit,5000,Approved
C13977,U5863,2026-07-07,Bank Deposit,5000,Approved
C13978,U5863,2026-05-19,Bank Deposit,10000,Approved
